station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,error_code,message,duration_sec,energy_kwh
STN_009,2024-01-07 18:29:35.568004,SES_000547,241.09,30.69,7.399,31.55,0,Session started,316,0.6495
STN_008,2024-01-06 09:25:02.515800,SES_000458,,32.18,7.676,37.23,0,Session started,269,0.5736
STN_005,2024-02-11 17:32:47.226522,SES_003319,242.18,27.61,6.686,34.83,0,Session started,318,0.5906
STN_003,2024-01-18 20:31:14.564571,SES_001383,246.25,33.44,8.236,36.89,0,Pilot signal OK,275,0.6291
STN_009,2024-01-17 08:16:49.795730,SES_001348,237.13,30.64,7.266,33.29,0,Session started,327,0.66
STN_005,2024-02-16 19:49:34.274419,SES_003714,241.72,28.41,6.867,33.44,0,Pilot signal OK,333,0.6352
STN_006,2024-01-21 17:57:53.342003,SES_001643,239.05,32.11,7.676,37.4,0,Charging complete,330,0.7036
STN_007,2024-02-26 16:30:12.843633,SES_004536,237.82,29.62,7.044,45.71,0,Pilot signal OK,239,0.4676
STN_003,2024-02-26 08:48:04.672251,SES_004504,242.99,32.3,7.848,38.88,0,Session started,293,0.6387
STN_003,2024-02-03 21:44:49.130436,SES_002661,244.57,30.09,7.359,38.23,0,Vehicle handshake OK,285,0.5826
STN_003,2024-02-23 14:24:51.147557,SES_004261,246.48,32.68,8.055,40.08,0,Session started,297,0.6645
STN_007,2024-01-17 10:48:33.749482,SES_001336,236.37,26.24,6.204,40.57,0,Vehicle handshake OK,307,0.5291
STN_002,2024-01-29 12:29:27.697199,SES_002254,243.74,31.64,7.711,85.98,301,Thermal limit warning,256,0.5483
STN_001,2024-01-09 12:22:46.407129,SES_000645,241.88,,7.122,38.98,0,Charging in progress,316,0.6252
STN_003,2024-02-08 15:55:42.293401,SES_003060,248.01,32.92,8.163,42.46,0,Pilot signal OK,255,
STN_009,2024-01-24 12:22:42.346984,SES_001911,236.93,30.75,7.284,37.67,0,Vehicle handshake OK,278,0.5625
STN_006,2024-01-21 15:17:34.987134,SES_001648,238.02,30.35,7.223,39.04,0,Vehicle handshake OK,352,0.7062
STN_004,2024-01-26 07:29:52.314364,SES_002029,243.59,29.94,7.294,36.76,0,Charging in progress,272,0.5511
STN_008,2024-01-11 06:31:30.703264,SES_000861,237.11,32.07,7.604,32.32,0,Power delivery stable,284,0.5999
STN_007,2024-02-14 16:23:13.415544,SES_003569,238.69,29.79,7.111,44.02,0,Pilot signal OK,349,0.6894
STN_002,2024-01-29 16:45:22.888956,SES_002255,241.24,31.51,7.601,35.5,0,Vehicle handshake OK,301,0.6355
STN_001,2024-02-04 20:08:38.060371,SES_002724,243.18,32.07,7.798,41.0,0,Charging in progress,295,0.639
STN_006,2024-01-01 21:37:18.164887,SES_000045,239.41,28.52,,42.07,0,Vehicle handshake OK,259,0.4913
STN_001,2024-01-02 20:28:19.831826,SES_000087,243.26,31.09,7.564,38.38,0,Pilot signal OK,305,0.6408
STN_010,2024-01-15 12:20:43.389711,SES_001194,240.73,31.46,7.573,35.85,0,Pilot signal OK,273,0.5743
STN_003,2024-02-01 17:42:24.433421,SES_002498,247.62,33.8,8.368,33.59,0,Session started,272,0.6322
STN_006,2024-01-26 07:09:48.764538,SES_002044,236.89,31.13,7.374,39.87,0,Power delivery stable,286,0.5858
STN_003,2024-01-14 14:31:03.589026,SES_001061,246.61,33.12,8.168,33.59,0,Power delivery stable,335,0.7601
STN_002,2024-02-11 12:40:50.640849,SES_003291,248.87,30.6,7.616,34.3,0,Charging in progress,299,0.6326
STN_003,2024-01-22 10:18:58.485476,SES_001700,245.07,35.75,8.762,41.37,0,Charging complete,333,0.8105
STN_010,2024-01-05 07:49:22.839348,SES_000394,238.57,29.17,6.96,34.12,0,Pilot signal OK,363,0.7018
STN_006,2024-01-13 20:19:26.929853,SES_001004,239.94,32.13,7.709,40.58,0,Charging in progress,304,0.651
STN_003,2024-01-16 17:13:10.840079,SES_001224,243.45,32.42,7.893,39.23,0,Session started,250,0.5481
STN_006,2024-01-27 15:12:28.443551,SES_002128,240.08,30.47,7.316,43.2,0,Power delivery stable,322,0.6544
STN_010,2024-02-20 09:26:12.900175,SES_004080,241.85,31.81,7.694,35.52,0,Charging in progress,295,0.6305
STN_001,2024-02-13 06:57:51.682865,SES_003445,237.95,31.47,7.489,40.26,0,Charging in progress,319,0.6636
STN_010,2024-01-02 20:37:28.406268,SES_000157,238.05,30.58,7.28,35.49,0,Pilot signal OK,303,0.6127
STN_007,2024-02-13 14:22:42.886959,SES_003494,236.09,31.74,7.494,48.34,0,Session started,340,0.7078
STN_008,2024-01-22 13:26:40.828098,SES_001744,240.66,31.77,7.645,32.72,0,Session started,323,0.6859
STN_003,2024-01-08 06:19:51.865795,SES_000577,246.73,36.32,8.962,38.04,0,Charging in progress,269,0.6697
STN_010,2024-02-01 10:35:01.385030,SES_002556,243.39,31.28,7.613,38.11,0,Charging complete,302,0.6386
STN_003,2024-02-24 13:20:21.743204,SES_004337,244.78,34.17,8.365,41.77,0,Charging in progress,325,0.7552
STN_004,2024-01-11 07:09:09.467865,SES_000828,241.43,30.78,7.431,38.45,0,Session started,291,0.6007
STN_009,2024-02-04 12:07:18.374316,SES_002786,238.89,31.22,7.457,33.11,0,Pilot signal OK,311,0.6442
STN_008,2024-02-02 10:56:11.251302,SES_002620,240.99,31.04,7.48,37.89,0,Charging in progress,301,0.6254
STN_008,2024-01-06 08:02:58.167128,SES_000463,238.0,30.07,7.157,33.85,0,Vehicle handshake OK,257,0.5109
STN_006,2024-01-01 21:32:18.164887,SES_000045,273.66,,8.519,39.9,101,Voltage spike detected,252,
STN_010,2024-02-28 13:15:41.491317,SES_004716,239.4,31.26,7.484,35.62,0,Power delivery stable,309,0.6424
STN_005,2024-01-07 14:09:10.007496,SES_000520,242.12,26.51,6.419,37.72,0,Session started,339,0.6045
STN_006,2024-01-18 10:24:05.674111,SES_001404,238.82,30.6,7.308,38.33,0,Session started,343,0.6963
STN_006,2024-02-29 06:50:41.782445,SES_004766,239.79,29.78,7.14,40.05,0,Pilot signal OK,303,0.6009
STN_006,2024-01-03 14:21:37.871962,SES_000202,238.67,31.23,7.454,41.82,0,Vehicle handshake OK,274,0.5673
STN_008,2024-01-30 07:37:24.279881,SES_002379,238.46,32.25,7.691,36.89,0,Session started,312,0.6666
STN_003,2024-01-03 16:14:55.168911,SES_000181,242.75,31.37,7.614,42.09,0,Vehicle handshake OK,317,0.6705
STN_002,2024-02-15 12:32:53.020433,SES_003616,247.05,30.86,7.624,39.66,0,Pilot signal OK,308,0.6523
STN_006,2024-01-02 15:40:28.329253,SES_000124,241.05,31.02,7.477,39.11,0,Session started,270,0.5608
STN_010,2024-01-20 07:02:15.083407,SES_001600,238.96,28.9,6.906,35.55,0,Vehicle handshake OK,288,0.5525
STN_010,2024-01-13 07:54:54.609718,SES_001037,240.22,30.66,7.366,37.76,0,Vehicle handshake OK,306,0.6261
STN_005,2024-01-19 21:48:18.137178,SES_001476,240.33,27.39,6.582,32.87,0,Charging in progress,275,0.5028
STN_004,2024-01-07 12:46:11.608179,SES_000507,246.99,30.17,7.451,33.6,0,Charging in progress,298,0.6168
STN_002,2024-01-30 10:23:59.007097,SES_002329,242.62,,6.937,42.43,0,Charging in progress,309,0.5954
STN_004,2024-01-29 10:16:00.435892,SES_002269,241.77,32.82,7.934,42.4,0,Pilot signal OK,298,0.6568
STN_003,2024-01-26 11:31:01.738476,SES_002023,241.72,35.51,8.584,41.17,0,Vehicle handshake OK,274,0.6533
STN_002,2024-02-13 08:44:34.667385,SES_003455,245.75,,7.174,37.01,0,Charging complete,295,0.5879
STN_002,2024-02-20 20:57:33.280891,SES_004013,240.54,32.15,7.734,34.3,0,Power delivery stable,326,0.7004
STN_002,2024-01-25 13:22:19.284693,SES_001929,245.66,31.76,7.803,39.65,0,Session started,317,0.6871
STN_006,2024-02-13 11:56:53.778356,SES_003483,239.4,33.33,7.979,38.98,0,Charging complete,283,0.6272
STN_001,2024-02-14 18:05:12.380705,SES_003526,240.5,33.0,7.937,40.19,0,Charging complete,326,0.7187
STN_007,2024-01-04 21:32:08.971439,SES_000295,233.53,32.24,7.529,45.4,0,Vehicle handshake OK,268,0.5605
STN_009,2024-02-25 12:58:35.804336,SES_004469,239.22,34.11,0.912,70.74,0,Session started,259,0.5871
STN_008,2024-01-08 15:29:44.229112,SES_000619,237.94,33.45,7.96,30.73,0,Vehicle handshake OK,263,0.5815
STN_008,2024-02-02 11:53:33.968540,SES_002623,236.97,32.25,7.642,35.86,0,Charging in progress,284,0.6029
STN_001,2024-01-31 21:52:52.187618,SES_002408,244.04,32.06,7.825,39.7,0,Session started,335,0.7282
STN_010,2024-01-14 17:33:25.986467,SES_001114,243.94,31.87,7.773,,0,Pilot signal OK,351,0.7579
STN_009,2024-01-16 14:39:37.327491,SES_001272,237.62,31.81,7.559,31.55,0,Power delivery stable,303,0.6362
STN_004,2024-02-12 13:04:38.894288,SES_003391,245.24,29.87,7.325,40.5,0,Pilot signal OK,247,0.5026
STN_003,2024-02-01 15:38:44.212284,SES_002501,245.79,32.85,8.074,34.72,0,Power delivery stable,338,0.7581
STN_002,2024-01-04 09:12:03.001806,SES_000250,244.79,30.17,,43.23,0,Charging complete,319,0.6545
STN_005,2024-01-08 15:22:08.367383,SES_000594,242.17,27.56,6.675,34.84,0,Charging in progress,289,0.5359
STN_009,2024-01-14 12:33:56.083948,SES_001110,240.99,30.21,7.28,39.27,0,Power delivery stable,329,0.6653
STN_003,2024-01-01 10:02:55.451240,SES_000022,244.88,32.82,8.037,40.17,0,Pilot signal OK,310,0.6921
STN_008,2024-02-04 19:39:49.460941,SES_002777,238.46,32.63,7.782,34.92,0,Charging complete,308,0.6658
STN_009,2024-01-24 09:04:32.045743,SES_001909,237.41,29.8,7.075,35.29,0,Charging complete,327,0.6426
STN_008,2024-01-07 14:21:07.197805,SES_000537,240.25,32.99,7.925,38.14,0,Pilot signal OK,261,0.5746
STN_002,2024-01-11 19:29:56.564211,SES_000814,244.99,,6.903,99.21,301,Thermal limit warning,299,0.5733
STN_003,2024-01-11 10:49:11.316458,SES_000820,243.57,31.76,7.736,40.33,0,Charging in progress,336,0.722
STN_005,2024-01-03 20:30:23.229904,SES_000197,237.94,30.73,7.312,29.83,0,Power delivery stable,289,0.587
STN_007,2024-01-12 08:04:32.366219,SES_000931,239.5,29.78,7.132,42.58,0,Charging in progress,334,0.6617
STN_010,2024-02-01 10:55:59.151275,SES_002559,242.79,32.98,8.007,34.12,0,Vehicle handshake OK,288,0.6406
STN_009,2024-01-04 13:50:55.866075,SES_000305,239.54,31.82,7.622,33.1,0,Power delivery stable,331,0.7008
STN_007,2024-01-24 15:58:35.865339,SES_001895,235.28,31.77,7.474,49.13,0,Power delivery stable,311,0.6457
STN_009,2024-02-06 17:21:12.325408,SES_002951,237.24,33.77,8.012,39.62,0,Power delivery stable,395,0.8791
STN_007,2024-02-26 09:05:11.596351,SES_004531,238.29,29.81,7.103,40.69,0,Session started,290,0.5722
STN_006,2024-01-30 16:43:53.168969,SES_002361,240.9,29.76,7.17,35.94,0,Power delivery stable,345,0.6871
STN_004,2024-01-01 10:29:02.789766,SES_000027,242.24,28.51,6.906,37.98,0,Charging complete,322,0.6177
STN_010,2024-02-15 06:52:22.753176,SES_003674,238.71,29.22,6.975,36.71,0,Power delivery stable,342,0.6626
STN_003,2024-02-26 21:45:31.549265,SES_004497,242.55,31.84,7.722,38.83,0,Power delivery stable,261,0.5598
STN_003,2024-02-22 18:49:34.033570,SES_004179,244.74,32.11,7.858,35.54,0,Power delivery stable,320,0.6985
STN_002,2024-02-23 21:04:50.649007,SES_004255,244.39,32.53,7.949,37.11,0,Charging in progress,292,0.6448
STN_001,2024-02-05 14:15:50.474651,SES_002808,242.02,30.14,7.296,43.11,0,Charging in progress,292,0.5918
STN_002,2024-02-05 19:48:07.523100,SES_002816,244.5,31.14,7.614,40.25,0,Charging complete,315,0.6662
STN_006,2024-01-04 12:26:02.038437,SES_000285,237.69,28.78,6.841,40.22,0,Pilot signal OK,309,0.5872
STN_007,2024-01-05 18:22:20.475527,SES_000370,236.3,25.06,5.921,42.64,0,Charging in progress,274,0.4507
STN_002,2024-01-14 17:25:53.253584,SES_001055,241.02,30.34,7.312,38.66,0,Pilot signal OK,332,0.6743
STN_003,2024-01-07 20:09:09.206343,SES_000500,247.01,31.55,7.792,35.38,0,Power delivery stable,321,0.6948
STN_006,2024-01-28 12:41:04.424319,SES_002201,235.03,30.71,7.218,38.47,0,Charging complete,260,0.5213
STN_009,2024-01-01 07:42:40.385483,SES_000067,238.16,31.97,7.614,34.59,0,Charging complete,334,0.7064
STN_007,2024-02-20 16:06:09.124518,SES_004053,235.67,27.61,,42.27,0,Charging in progress,260,0.4699
STN_002,2024-01-27 06:38:44.175835,SES_002096,246.13,30.35,7.47,36.86,0,Charging in progress,303,0.6287
STN_001,2024-02-27 11:45:55.114055,SES_004568,239.69,32.02,7.674,37.87,0,Vehicle handshake OK,334,0.712
STN_009,2024-01-23 06:35:16.094347,SES_001832,237.85,34.36,8.173,32.72,0,Charging in progress,281,0.6379
STN_001,2024-02-02 17:36:52.180307,SES_002561,243.58,32.55,7.928,40.94,0,Pilot signal OK,337,0.7421
STN_008,2024-01-26 11:10:18.407663,SES_002063,240.04,30.31,7.276,37.13,0,Vehicle handshake OK,308,0.6225
STN_006,2024-02-03 16:02:23.134944,SES_002685,239.46,32.15,7.7,35.94,0,Session started,246,0.5262
STN_010,2024-01-14 10:22:02.332042,SES_001119,240.79,,7.211,44.01,0,Pilot signal OK,301,0.6029
STN_003,2024-01-09 15:02:03.773194,SES_000657,242.11,34.27,8.298,40.94,0,Charging in progress,297,0.6846
STN_009,2024-02-07 15:17:36.768069,SES_003030,234.63,33.57,7.877,33.14,0,Charging complete,318,0.6958
STN_001,2024-02-11 08:11:08.726338,SES_003285,240.98,33.01,7.954,40.41,0,Session started,294,0.6496
STN_010,2024-02-25 15:43:09.042345,SES_004474,241.72,30.41,7.352,38.17,0,Pilot signal OK,333,0.6801
STN_009,2024-01-29 16:29:12.591035,SES_002312,236.65,32.76,7.752,33.87,0,Power delivery stable,287,
STN_008,2024-02-09 19:18:06.644699,SES_003180,241.97,30.65,7.416,35.65,0,Charging in progress,307,0.6324
STN_010,2024-02-12 21:07:25.616400,SES_003436,237.14,31.33,7.43,34.12,0,Power delivery stable,351,0.7244
STN_005,2024-02-07 07:36:43.385386,SES_002997,243.31,27.46,6.682,33.03,0,Pilot signal OK,314,0.5828
STN_009,2024-02-08 06:25:28.752695,SES_003106,236.26,31.31,7.397,35.87,0,Power delivery stable,273,0.5609
STN_004,2024-01-13 19:49:28.289212,SES_000991,244.8,31.14,7.623,37.49,0,Power delivery stable,315,0.667
STN_003,2024-02-10 15:10:54.463403,SES_003222,242.65,32.82,7.963,34.84,0,Vehicle handshake OK,303,0.6702
STN_001,2024-01-27 10:34:17.159591,SES_002087,244.24,31.27,7.638,42.78,0,Vehicle handshake OK,280,0.5941
STN_007,2024-02-11 09:44:14.423114,SES_003330,239.91,29.53,7.085,39.4,0,Power delivery stable,290,0.5707
STN_010,2024-01-19 18:06:29.216160,SES_001515,239.63,30.01,7.192,35.58,0,Pilot signal OK,325,0.6493
STN_010,2024-01-01 14:57:03.069817,SES_000075,241.02,31.23,7.526,42.41,0,Session started,319,0.6669
STN_002,2024-02-04 09:07:08.607564,SES_002736,246.83,32.65,8.058,42.43,0,Power delivery stable,323,0.723
STN_003,2024-02-08 17:16:07.713114,SES_003062,244.56,30.52,7.464,40.68,0,Session started,259,0.537
STN_004,2024-02-17 15:40:54.098694,SES_003788,241.52,31.27,7.551,36.85,0,Charging complete,249,
STN_001,2024-02-29 17:32:40.858772,SES_004726,241.02,35.15,8.47,36.94,0,Charging in progress,285,0.6705
STN_008,2024-02-03 08:56:15.243479,SES_002700,240.68,29.9,7.196,36.38,0,Vehicle handshake OK,378,0.7556
STN_006,2024-02-12 17:09:12.511629,SES_003408,237.47,29.79,7.075,41.07,0,Vehicle handshake OK,268,0.5267
STN_003,2024-02-09 14:22:01.077291,SES_003141,245.21,33.28,8.161,37.61,0,Charging in progress,261,0.5917
STN_003,2024-02-29 09:03:15.149835,SES_004739,241.26,35.8,8.638,42.12,0,Charging complete,315,0.7558
STN_002,2024-01-19 19:46:01.153630,SES_001455,242.07,34.62,,39.03,0,Vehicle handshake OK,340,0.7915
STN_010,2024-02-08 10:42:27.515296,SES_003114,241.39,31.21,7.534,38.42,0,Charging complete,255,0.5337
STN_008,2024-01-14 17:46:05.165884,SES_001102,237.69,33.35,7.927,30.73,0,Charging complete,310,0.6826
STN_010,2024-02-28 21:41:54.605735,SES_004715,241.79,30.32,7.331,38.81,0,Vehicle handshake OK,283,0.5763
STN_006,2024-01-14 18:06:27.084162,SES_001087,237.15,32.43,7.692,42.59,0,Charging in progress,345,0.7372
STN_003,2024-02-23 13:35:38.969918,SES_004262,247.18,33.08,8.177,36.7,0,Session started,315,0.7155
STN_008,2024-01-01 18:54:08.848353,SES_000062,238.03,30.94,7.364,30.73,0,Charging complete,271,0.5543
STN_003,2024-01-17 16:37:46.961401,SES_001302,245.68,33.25,8.168,35.41,0,Vehicle handshake OK,252,0.5718
STN_009,2024-02-03 15:40:53.432548,SES_002710,238.06,35.11,8.359,36.47,0,Vehicle handshake OK,300,0.6966
STN_008,2024-01-16 13:20:08.932386,SES_001260,242.73,33.93,8.236,37.31,0,Charging complete,260,0.5948
STN_006,2024-02-04 06:14:42.702417,SES_002762,240.25,31.93,7.672,37.77,0,Charging in progress,278,0.5924
STN_010,2024-02-13 09:11:49.761937,SES_003517,241.88,31.72,7.672,37.44,0,Pilot signal OK,333,0.7097
STN_002,2024-02-23 20:06:02.407736,SES_004256,245.25,31.4,7.701,40.44,0,Session started,282,0.6032
STN_010,2024-01-04 07:36:21.167717,SES_000316,240.19,32.48,7.801,34.12,0,Power delivery stable,345,0.7476
STN_007,2024-01-11 19:17:49.793063,SES_000856,240.54,28.73,6.911,45.11,0,Session started,318,0.6105
STN_009,2024-01-11 09:38:29.179018,SES_000868,239.48,32.12,7.693,32.66,0,Session started,314,0.671
STN_003,2024-02-27 19:06:54.839455,SES_004582,244.2,33.14,8.092,39.43,0,Session started,264,0.5934
STN_005,2024-01-13 08:08:43.543917,SES_000995,241.79,33.0,7.978,33.02,0,Power delivery stable,307,0.6803
STN_005,2024-02-19 20:12:14.367587,SES_003956,237.55,29.78,7.075,34.59,0,Pilot signal OK,300,0.5896
STN_010,2024-01-31 07:52:29.338797,SES_002476,238.92,30.96,7.397,37.4,0,Pilot signal OK,356,0.7315
STN_008,2024-01-16 10:10:49.681583,SES_001264,241.23,29.97,7.231,37.63,0,Vehicle handshake OK,287,0.5765
STN_004,2024-02-02 10:57:11.588019,SES_002589,239.03,32.98,7.883,33.6,0,Vehicle handshake OK,288,0.6306
STN_006,2024-01-04 13:59:37.719436,SES_000282,236.99,29.2,6.921,38.67,0,Session started,310,0.596
STN_010,2024-01-14 16:28:34.148198,SES_001113,238.73,29.76,7.104,35.61,0,Pilot signal OK,265,0.5229
STN_008,2024-02-04 16:45:19.567137,SES_002784,239.1,34.35,8.213,37.95,0,Vehicle handshake OK,267,0.6091
STN_010,2024-01-09 06:39:32.975909,SES_000716,242.5,31.63,7.67,37.05,0,Session started,323,0.6882
STN_007,2024-01-10 14:25:00.112794,SES_000770,233.12,28.71,6.693,39.4,0,Charging in progress,342,0.6358
STN_005,2024-01-27 15:34:46.381791,SES_002116,237.54,27.52,6.536,31.28,0,Pilot signal OK,300,0.5447
STN_005,2024-02-12 20:00:57.232025,SES_003396,236.35,28.62,6.764,34.29,0,Vehicle handshake OK,247,0.4641
STN_010,2024-02-15 21:46:07.186527,SES_003678,243.01,29.69,7.214,42.19,0,Pilot signal OK,329,0.6593
STN_009,2024-01-15 09:00:05.610872,SES_001192,241.19,31.89,7.692,35.03,0,Charging in progress,315,0.673
STN_002,2024-01-23 14:09:00.667542,SES_001774,248.16,31.46,7.808,39.19,0,Vehicle handshake OK,296,0.642
STN_009,2024-02-22 19:36:19.310037,SES_004232,237.92,32.29,7.684,31.55,0,Session started,315,0.6724
STN_001,2024-02-20 17:29:49.901963,SES_004003,236.44,31.47,7.441,46.72,0,Charging complete,331,0.6842
STN_004,2024-02-23 12:51:08.899273,SES_004266,283.27,32.69,9.26,37.91,101,Voltage spike detected,363,0.7918
STN_001,2024-01-11 15:31:28.587166,SES_000804,243.61,29.25,7.126,42.11,0,Charging in progress,278,0.5503
STN_009,2024-02-19 14:06:16.740846,SES_003990,241.35,29.82,7.196,32.7,0,Vehicle handshake OK,288,0.5757
STN_002,2024-01-26 07:19:44.719859,SES_002014,246.35,33.91,8.353,37.92,0,Charging in progress,347,0.8051
STN_010,2024-01-01 15:30:35.267604,SES_000076,239.87,32.09,7.698,41.27,0,Power delivery stable,315,0.6736
STN_003,2024-01-22 09:40:03.209658,SES_001703,243.66,34.14,8.319,37.46,0,Charging in progress,272,0.6285
STN_006,2024-02-24 10:13:39.749631,SES_004368,239.86,28.76,6.899,45.49,0,Power delivery stable,310,0.5941
STN_005,2024-01-15 21:25:15.768472,SES_001160,237.49,27.22,6.465,33.93,0,Power delivery stable,293,0.5262
STN_004,2024-01-01 08:54:48.726865,SES_000028,244.96,32.59,7.984,35.5,0,Power delivery stable,261,0.5788
STN_001,2024-01-15 10:45:29.749944,SES_001124,240.43,30.16,7.252,40.42,0,Power delivery stable,336,0.6769
STN_004,2024-01-01 07:23:52.504414,SES_000031,242.16,32.41,7.848,36.65,0,Pilot signal OK,331,0.7216
STN_003,2024-02-16 11:34:57.249898,SES_003698,243.35,34.33,8.354,35.35,0,Power delivery stable,282,0.6544
STN_002,2024-01-31 12:11:29.789820,SES_002412,,32.51,7.984,37.14,0,Pilot signal OK,278,0.6165
STN_008,2024-02-05 18:09:07.359264,SES_002860,238.02,28.6,6.807,33.17,0,Charging in progress,286,0.5408
STN_009,2024-02-26 07:30:59.948676,SES_004551,237.5,31.47,7.474,36.01,0,Charging complete,298,
STN_007,2024-01-07 18:43:11.324067,SES_000531,237.09,26.37,6.253,43.83,0,Vehicle handshake OK,270,0.469
STN_003,2024-02-28 17:41:49.627247,SES_004661,244.63,30.84,7.545,37.55,0,Pilot signal OK,307,0.6434
STN_003,2024-01-18 19:24:20.424042,SES_001382,245.09,32.32,7.922,42.21,0,Session started,326,0.7174
STN_001,2024-01-27 10:24:17.159591,SES_002087,240.1,31.95,7.671,38.75,0,Power delivery stable,296,0.6307
STN_004,2024-02-29 20:18:40.877184,SES_004747,245.13,31.45,7.71,35.67,0,Session started,263,0.5633
STN_008,2024-01-08 16:04:52.587478,SES_000624,237.22,29.0,6.88,35.43,0,Pilot signal OK,302,0.5772
STN_003,2024-01-14 18:25:15.844498,SES_001060,245.94,33.81,8.314,35.71,0,Charging in progress,315,0.7275
STN_003,2024-01-23 15:40:56.810964,SES_001778,245.79,33.11,8.138,34.91,0,Vehicle handshake OK,306,0.6917
STN_010,2024-02-03 10:01:41.367259,SES_002720,240.06,30.78,7.389,36.4,0,Charging complete,301,0.6178
STN_009,2024-01-19 16:22:33.922175,SES_001505,237.3,32.2,7.64,32.51,0,Session started,324,0.6876
STN_004,2024-01-17 12:03:39.299377,SES_001311,240.48,31.45,7.562,35.93,0,Vehicle handshake OK,262,0.5503
STN_010,2024-01-10 06:30:08.695946,SES_000798,243.42,33.33,8.112,41.29,0,Charging complete,303,0.6828
STN_008,2024-01-15 06:24:53.542103,SES_001182,240.85,30.52,7.35,31.97,0,Charging in progress,332,0.6778
STN_007,2024-01-21 07:54:55.993499,SES_001650,239.68,27.5,6.592,45.31,0,Charging in progress,361,0.661
STN_006,2024-01-01 20:04:08.927106,SES_000043,238.18,30.47,7.257,,0,Charging in progress,312,0.6289
STN_007,2024-02-20 11:10:23.461944,SES_004051,237.14,28.57,6.776,43.0,0,Pilot signal OK,286,0.5383
STN_008,2024-02-13 22:14:04.579759,SES_003504,239.7,32.27,7.736,34.69,0,Session started,320,0.6876
STN_004,2024-01-10 19:14:08.660744,SES_000746,240.6,30.66,7.376,42.5,0,Charging in progress,273,0.5593
STN_001,2024-02-07 07:00:51.510322,SES_002967,241.73,29.56,7.145,43.07,0,Pilot signal OK,322,0.6391
STN_002,2024-01-23 07:19:29.474227,SES_001769,247.52,29.35,7.263,39.89,0,Charging in progress,270,0.5447
STN_006,2024-02-05 17:05:59.952974,SES_002842,241.91,28.72,6.946,38.77,0,Vehicle handshake OK,314,0.6058
STN_008,2024-01-29 07:05:24.053538,SES_002304,240.3,30.86,7.417,30.73,0,Power delivery stable,318,0.6552
STN_004,2024-02-18 15:26:34.070733,SES_003872,241.2,29.78,7.183,36.53,0,Session started,302,0.6026
STN_006,2024-02-10 16:27:27.209536,SES_003248,242.48,29.57,7.17,39.72,0,Charging complete,291,0.5796
STN_003,2024-01-19 17:10:11.668559,SES_001462,246.5,35.84,8.835,33.59,0,Power delivery stable,317,0.778
STN_010,2024-01-02 20:51:17.326103,SES_000156,239.09,31.11,7.438,39.94,0,Charging in progress,313,0.6467
STN_001,2024-02-07 08:51:39.788109,SES_002968,240.13,31.61,7.592,39.03,0,Vehicle handshake OK,312,0.658
STN_005,2024-02-18 06:19:46.523625,SES_003879,238.58,29.08,6.938,32.73,0,Charging complete,296,0.5705
STN_003,2024-02-20 19:18:36.334005,SES_004022,247.58,36.07,8.931,40.79,0,Session started,296,0.7343
STN_004,2024-01-25 10:35:02.516647,SES_001948,244.89,31.23,7.649,43.26,0,Pilot signal OK,233,0.4951
STN_008,2024-01-31 18:37:52.626412,SES_002458,238.03,31.5,7.498,38.48,0,Vehicle handshake OK,356,0.7415
STN_002,2024-01-26 19:54:17.454344,SES_002009,247.58,30.98,7.671,39.87,0,Session started,222,0.473
STN_008,2024-01-31 11:15:11.569040,SES_002459,236.9,32.82,7.775,33.59,0,Session started,259,0.5594
STN_003,2024-01-22 13:08:59.237835,SES_001701,243.29,33.12,8.058,34.75,0,Vehicle handshake OK,282,0.6312
STN_001,2024-02-11 07:51:08.726338,SES_003285,245.29,33.09,8.118,38.48,0,Charging complete,291,0.6562
STN_004,2024-02-06 08:41:13.041857,SES_002909,240.42,29.22,,33.6,0,Charging complete,288,0.5621
STN_008,2024-01-12 15:03:17.803734,SES_000941,242.22,31.54,7.64,33.39,0,Pilot signal OK,320,0.6791
STN_006,2024-02-19 10:51:52.594756,SES_003961,234.57,30.5,7.155,37.86,0,Charging in progress,313,0.6221
STN_002,2024-01-28 06:28:23.622195,SES_002171,242.0,31.18,7.545,35.77,0,Session started,297,0.6225
STN_001,2024-01-24 13:36:41.269601,SES_001845,241.2,32.46,7.83,39.42,0,Charging complete,315,0.6851
STN_003,2024-01-18 11:39:34.713307,SES_001378,241.72,34.93,8.444,33.59,0,Charging in progress,252,0.5911
STN_002,2024-01-03 07:18:57.920954,SES_000173,242.96,33.15,8.053,38.54,0,Power delivery stable,264,0.5906
STN_006,2024-02-26 19:03:15.670069,SES_004528,236.24,29.58,6.988,44.27,0,Power delivery stable,269,0.5222
STN_007,2024-02-19 13:24:22.123163,SES_003973,239.2,32.14,7.689,44.99,0,Charging in progress,292,0.6237
STN_002,2024-01-11 10:07:52.573027,SES_000809,243.07,29.1,7.074,34.3,0,Pilot signal OK,326,0.6406
STN_005,2024-01-13 16:33:49.750769,SES_001000,238.35,29.32,6.989,32.47,0,Charging in progress,208,0.4038
STN_001,2024-01-30 16:27:50.561213,SES_002324,244.09,31.1,7.591,46.44,0,Power delivery stable,378,0.7971
STN_010,2024-01-07 14:18:54.489822,SES_000560,239.41,29.18,6.985,37.56,0,Charging in progress,310,0.6015
